ACTIVATION_DATE,CIRCLE_ID,EMIRATE_NAME,SUBS_KEY,MSISDN,ACQUISITION_REGION,ACQUISITION_POS,PRE_POST_IND,CUSTOMER_TYPE,ACQUISITION_SALES_CHANNEL_KEY,ACQUISITION_CIRCLE_HEAD,ACQUISITION_ZONAL_BRANCH_MANAGER,ACQUISITION_AREA_SALES_MANAGER,ACQUISITION_SALES_PARTNER_CHANNEL_KEY,ACQUISITION_DISTRIBUTOR,ACQUISITION_RETAILER,MIGRATION_TYPE,DISCONNECTION_DATE,ACTIVATION_PRODUCT_ID,NETWORK_TYPE,ACTIVATION_HANDSET,FIRST_USE_DATE,FIRST_USAGES_NW_TOWER_ID,FIRST_USAGES_ZONE,CURRENT_STATUS_OF_SUBSCRIBER,RECORD_INSERT_DATE,RECORD_UPDATE_DATE
2012-10-07 00:00:00.000,4,Fujairah,5.05365E+16,505364885,Fujairah,Safeer Mall,2,Enterprise,DAB,D-Mr. Circle Head Sales,A-Mr. ZBM Sales,B-Mr. ASM Sales,DB,D-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,4G,99658871,2012-10-07 00:00:00.000,NWFujairah254,Fujairah,Active,2012-10-07 00:00:00.000,06-10-2020
2012-10-07 00:00:00.000,7,Um Al Qwain,5.666E+16,566600287,Um Al Qwain,Safeer Mall,2,Retail,GAA,G-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,GA,G-Mr. Distributor,A-Mr. Retailer,MNP,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,38660969,2012-10-07 00:00:00.000,NWUm Al Qwain692,Um Al Qwain,Active,2012-10-07 00:00:00.000,06-10-2020
2012-10-07 00:00:00.000,7,Um Al Qwain,5.08434E+16,508433881,Um Al Qwain,Galleria Mall,2,Retail,GBA,G-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,GA,G-Mr. Distributor,A-Mr. Retailer,MNP,31-12-9999,135G_Uminlocal_Uintl_3Groamingdata_0fSMS_12m,4G,87269070,2012-10-07 00:00:00.000,NWUm Al Qwain621,Um Al Qwain,Active,2012-10-07 00:00:00.000,06-10-2020
2012-10-07 00:00:00.000,6,Sharjah,5.61206E+16,561205680,Sharjah,Ansar Mall,1,Retail,FDA,F-Mr. Circle Head Sales,D-Mr. ZBM Sales,A-Mr. ASM Sales,FA,F-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,3G,71052546,2012-10-07 00:00:00.000,NWSharjah637,Sharjah,Active,2012-10-07 00:00:00.000,06-10-2020
2012-10-07 00:00:00.000,2,Ajman,5.07036E+16,507035683,Ajman,Safeer Mall,2,Retail,BAA,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,54G_Uminlocal_400intl_0Groamingdata_500fSMS_12m,4G,77141882,2012-10-07 00:00:00.000,NWAjman217,Ajman,Active,2012-10-07 00:00:00.000,06-10-2020
2012-10-07 00:00:00.000,4,Fujairah,5.04166E+16,504166260,Fujairah,Safeer Mall,1,Retail,DAA,D-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,DA,D-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,75G_Uminlocal_Uintl_0Groamingdata_1000fSMS_12m,4G,53514550,2012-10-07 00:00:00.000,NWFujairah700,Fujairah,Active,2012-10-07 00:00:00.000,06-10-2020
2012-10-07 00:00:00.000,2,Ajman,5.61413E+16,561412662,Ajman,Safeer Mall,1,Retail,BAA,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,135G_Uminlocal_Uintl_3Groamingdata_0fSMS_12m,3G,26485766,2012-10-07 00:00:00.000,NWAjman412,Ajman,Active,2012-10-07 00:00:00.000,06-10-2020
2012-10-09 00:00:00.000,2,Ajman,5.01359E+16,501359423,Ajman,Galleria Mall,2,Retail,BBA,B-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_30minlocal_0intl_0Groamingdata_0fSMS_1day,4G,70941754,2012-10-09 00:00:00.000,NWAjman768,Ajman,Active,2012-10-09 00:00:00.000,06-10-2020
2012-10-09 00:00:00.000,2,Ajman,5.03894E+16,503893609,Ajman,Safeer Mall,1,Enterprise,BAB,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,B-Mr. ASM Sales,BB,B-Mr. Distributor,B-Mr. Retailer,Prepaid to Postpaid,07-12-2017,no package,3G,51244998,2012-10-09 00:00:00.000,NWAjman836,Ajman,Inactive,2012-10-09 00:00:00.000,06-10-2020
2012-10-09 00:00:00.000,1,Abu Dhabi,5.63953E+16,563952817,Abu Dhabi,Marina Mall,1,Retail,ABA,A-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,no package,4G,31322351,2012-10-09 00:00:00.000,NWAbu Dhabi123,Abu Dhabi,Active,2012-10-09 00:00:00.000,06-10-2020
2012-10-09 00:00:00.000,1,Abu Dhabi,5.04171E+16,504171144,Abu Dhabi,Abu Dhabi Mall,1,Retail,AAA,A-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,60389816,2012-10-09 00:00:00.000,NWAbu Dhabi277,Abu Dhabi,Active,2012-10-09 00:00:00.000,06-10-2020
2012-10-09 00:00:00.000,1,Abu Dhabi,5.03028E+16,503027746,Abu Dhabi,Abu Dhabi Mall,1,Retail,AAA,A-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,New Connection,31-12-9999,75G_Uminlocal_Uintl_0Groamingdata_1000fSMS_12m,4G,46951280,2012-10-09 00:00:00.000,NWAbu Dhabi149,Abu Dhabi,Active,2012-10-09 00:00:00.000,06-10-2020
2012-10-09 00:00:00.000,4,Fujairah,5.66179E+16,566179130,Fujairah,Galleria Mall,1,Retail,DBA,D-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,DA,D-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,3G,62653228,2012-10-09 00:00:00.000,NWFujairah711,Fujairah,Active,2012-10-09 00:00:00.000,06-10-2020
2012-10-09 00:00:00.000,2,Ajman,5.63809E+16,563808715,Ajman,Galleria Mall,1,Retail,BBA,B-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,75G_Uminlocal_Uintl_0Groamingdata_1000fSMS_12m,4G,70283444,2012-10-09 00:00:00.000,NWAjman100,Ajman,Active,2012-10-09 00:00:00.000,06-10-2020
2012-10-09 00:00:00.000,7,Um Al Qwain,5.01847E+16,501847043,Um Al Qwain,Safeer Mall,1,Retail,GAA,G-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,GA,G-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,4G,71062890,2012-10-09 00:00:00.000,NWUm Al Qwain275,Um Al Qwain,Active,2012-10-09 00:00:00.000,06-10-2020
2012-10-09 00:00:00.000,2,Ajman,5.68077E+16,568076614,Ajman,Galleria Mall,1,Retail,BBA,B-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,75G_Uminlocal_Uintl_0Groamingdata_1000fSMS_12m,3G,24068633,2012-10-09 00:00:00.000,NWAjman244,Ajman,Active,2012-10-09 00:00:00.000,06-10-2020
2012-10-09 00:00:00.000,1,Abu Dhabi,5.01082E+16,501081924,Abu Dhabi,Abu Dhabi Mall,1,Enterprise,AAB,A-Mr. Circle Head Sales,A-Mr. ZBM Sales,B-Mr. ASM Sales,AB,A-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_10minlocal_0intl_0Groamingdata_0fSMS_1day,4G,89187835,2012-10-09 00:00:00.000,NWAbu Dhabi578,Abu Dhabi,Active,2012-10-09 00:00:00.000,06-10-2020
2012-10-14 00:00:00.000,4,Fujairah,5.09252E+16,509252320,Fujairah,Safeer Mall,1,Retail,DAA,D-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,DA,D-Mr. Distributor,A-Mr. Retailer,MNP,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,48484955,2012-10-14 00:00:00.000,NWFujairah941,Fujairah,Active,2012-10-14 00:00:00.000,06-10-2020
2012-10-14 00:00:00.000,5,Ras Al Khaimah,5.03475E+16,503475161,Ras Al Khaimah,Al Naeem Mall,1,Retail,ECA,E-Mr. Circle Head Sales,C-Mr. ZBM Sales,A-Mr. ASM Sales,EA,E-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,75G_Uminlocal_Uintl_0Groamingdata_1000fSMS_12m,4G,11766575,2012-10-14 00:00:00.000,NWRas Al Khaimah361,Ras Al Khaimah,Active,2012-10-14 00:00:00.000,06-10-2020
2012-10-14 00:00:00.000,7,Um Al Qwain,5.68792E+16,568792337,Um Al Qwain,Safeer Mall,1,Retail,GAA,G-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,GA,G-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,28-12-2018,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,4G,34079701,2012-10-14 00:00:00.000,NWUm Al Qwain701,Um Al Qwain,Inactive,2012-10-14 00:00:00.000,06-10-2020
2012-10-14 00:00:00.000,1,Abu Dhabi,5.66674E+16,566674153,Abu Dhabi,Marina Mall,1,Enterprise,ABB,A-Mr. Circle Head Sales,B-Mr. ZBM Sales,B-Mr. ASM Sales,AB,A-Mr. Distributor,B-Mr. Retailer,MNP,31-12-9999,135G_Uminlocal_Uintl_3Groamingdata_0fSMS_12m,4G,75669910,2012-10-14 00:00:00.000,NWAbu Dhabi526,Abu Dhabi,Active,2012-10-14 00:00:00.000,06-10-2020
2012-10-14 00:00:00.000,2,Ajman,5.64962E+16,564962343,Ajman,Safeer Mall,1,Retail,BAA,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,New Connection,31-12-9999,no package,3G,89914147,2012-10-14 00:00:00.000,NWAjman577,Ajman,Active,2012-10-14 00:00:00.000,06-10-2020
2012-10-16 00:00:00.000,7,Um Al Qwain,5.09044E+16,509043920,Um Al Qwain,Galleria Mall,2,Retail,GBA,G-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,GA,G-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_30minlocal_0intl_0Groamingdata_0fSMS_1day,3G,81362717,2012-10-16 00:00:00.000,NWUm Al Qwain106,Um Al Qwain,Active,2012-10-16 00:00:00.000,06-10-2020
2012-10-16 00:00:00.000,3,Dubai,5.64148E+16,564148089,Dubai,Dubai Mall,1,Enterprise,CAB,C-Mr. Circle Head Sales,A-Mr. ZBM Sales,B-Mr. ASM Sales,CB,C-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,54G_Uminlocal_400intl_0Groamingdata_500fSMS_12m,3G,94137972,2012-10-16 00:00:00.000,NWDubai296,Dubai,Active,2012-10-16 00:00:00.000,06-10-2020
2012-10-16 00:00:00.000,1,Abu Dhabi,5.02679E+16,502679012,Abu Dhabi,World Trade Center Mall,2,Retail,ADA,A-Mr. Circle Head Sales,D-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,New Connection,31-12-9999,no package,4G,63835334,2012-10-16 00:00:00.000,NWAbu Dhabi577,Abu Dhabi,Active,2012-10-16 00:00:00.000,06-10-2020
2012-10-16 00:00:00.000,1,Abu Dhabi,5.61755E+16,561755185,Abu Dhabi,Mushrif Mall,1,Retail,ACA,A-Mr. Circle Head Sales,C-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,83049694,2012-10-16 00:00:00.000,NWAbu Dhabi367,Abu Dhabi,Active,2012-10-16 00:00:00.000,06-10-2020
2012-10-16 00:00:00.000,5,Ras Al Khaimah,5.65078E+16,565077534,Ras Al Khaimah,Al Naeem Mall,1,Retail,ECA,E-Mr. Circle Head Sales,C-Mr. ZBM Sales,A-Mr. ASM Sales,EA,E-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,54G_Uminlocal_400intl_0Groamingdata_500fSMS_12m,3G,27371755,2012-10-16 00:00:00.000,NWRas Al Khaimah835,Ras Al Khaimah,Active,2012-10-16 00:00:00.000,06-10-2020
2012-10-16 00:00:00.000,6,Sharjah,5.08255E+16,508255093,Sharjah,Sharjah City Centre,1,Retail,FBA,F-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,FA,F-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,135G_Uminlocal_Uintl_3Groamingdata_0fSMS_12m,4G,10820849,2012-10-16 00:00:00.000,NWSharjah895,Sharjah,Active,2012-10-16 00:00:00.000,06-10-2020
2012-10-16 00:00:00.000,2,Ajman,5.03887E+16,503886933,Ajman,Safeer Mall,1,Enterprise,BAB,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,B-Mr. ASM Sales,BB,B-Mr. Distributor,B-Mr. Retailer,New Connection,31-12-9999,0G_10minlocal_0intl_0Groamingdata_0fSMS_1day,3G,39679742,2012-10-16 00:00:00.000,NWAjman622,Ajman,Active,2012-10-16 00:00:00.000,06-10-2020
2012-10-19 00:00:00.000,1,Abu Dhabi,5.06249E+16,506249016,Abu Dhabi,Marina Mall,2,Enterprise,ABB,A-Mr. Circle Head Sales,B-Mr. ZBM Sales,B-Mr. ASM Sales,AB,A-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,4G,18183880,2012-10-19 00:00:00.000,NWAbu Dhabi858,Abu Dhabi,Active,2012-10-19 00:00:00.000,06-10-2020
2012-10-19 00:00:00.000,6,Sharjah,5.66E+16,566000275,Sharjah,Sharjah City Centre,1,Retail,FBA,F-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,FA,F-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,135G_Uminlocal_Uintl_3Groamingdata_0fSMS_12m,3G,68160650,2012-10-19 00:00:00.000,NWSharjah384,Sharjah,Active,2012-10-19 00:00:00.000,06-10-2020
2012-10-19 00:00:00.000,5,Ras Al Khaimah,5.69878E+16,569878180,Ras Al Khaimah,Al Naeem Mall,1,Retail,ECA,E-Mr. Circle Head Sales,C-Mr. ZBM Sales,A-Mr. ASM Sales,EA,E-Mr. Distributor,A-Mr. Retailer,MNP,31-12-9999,0G_10minlocal_0intl_0Groamingdata_0fSMS_1day,4G,47988353,2012-10-19 00:00:00.000,NWRas Al Khaimah485,Ras Al Khaimah,Active,2012-10-19 00:00:00.000,06-10-2020
2012-10-19 00:00:00.000,2,Ajman,5.65106E+16,565105506,Ajman,Galleria Mall,1,Retail,BBA,B-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,no package,4G,23125753,2012-10-19 00:00:00.000,NWAjman451,Ajman,Active,2012-10-19 00:00:00.000,06-10-2020
2012-10-19 00:00:00.000,2,Ajman,5.06176E+16,506176336,Ajman,Galleria Mall,1,Enterprise,BBB,B-Mr. Circle Head Sales,B-Mr. ZBM Sales,B-Mr. ASM Sales,BB,B-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,66398022,2012-10-19 00:00:00.000,NWAjman684,Ajman,Active,2012-10-19 00:00:00.000,06-10-2020
2012-10-19 00:00:00.000,3,Dubai,5.06349E+16,506349306,Dubai,Dubai Mall,1,Retail,CAA,C-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,CA,C-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_10minlocal_0intl_0Groamingdata_0fSMS_1day,3G,73631280,2012-10-19 00:00:00.000,NWDubai367,Dubai,Active,2012-10-19 00:00:00.000,06-10-2020
2012-10-19 00:00:00.000,6,Sharjah,5.65077E+16,565077368,Sharjah,Sharjah City Centre,2,Enterprise,FBB,F-Mr. Circle Head Sales,B-Mr. ZBM Sales,B-Mr. ASM Sales,FB,F-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,4G,54570959,2012-10-19 00:00:00.000,NWSharjah771,Sharjah,Active,2012-10-19 00:00:00.000,06-10-2020
2012-10-27 00:00:00.000,5,Ras Al Khaimah,5.09322E+16,509321503,Ras Al Khaimah,Manar Mall,1,Enterprise,EBB,E-Mr. Circle Head Sales,B-Mr. ZBM Sales,B-Mr. ASM Sales,EB,E-Mr. Distributor,B-Mr. Retailer,New Connection,31-12-9999,no package,3G,98375043,2012-10-27 00:00:00.000,NWRas Al Khaimah942,Ras Al Khaimah,Active,2012-10-27 00:00:00.000,06-10-2020
2012-10-27 00:00:00.000,2,Ajman,5.67251E+16,567250897,Ajman,Safeer Mall,2,Retail,BAA,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,New Connection,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,3G,79166410,2012-10-27 00:00:00.000,NWAjman653,Ajman,Active,2012-10-27 00:00:00.000,06-10-2020
2012-10-27 00:00:00.000,7,Um Al Qwain,5.02369E+16,502369437,Um Al Qwain,Galleria Mall,2,Retail,GBA,G-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,GA,G-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,3G,56973879,2012-10-27 00:00:00.000,NWUm Al Qwain588,Um Al Qwain,Active,2012-10-27 00:00:00.000,06-10-2020
2012-10-27 00:00:00.000,1,Abu Dhabi,5.07108E+16,507107948,Abu Dhabi,Abu Dhabi Mall,1,Enterprise,AAB,A-Mr. Circle Head Sales,A-Mr. ZBM Sales,B-Mr. ASM Sales,AB,A-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_10minlocal_0intl_0Groamingdata_0fSMS_1day,4G,16406618,2012-10-27 00:00:00.000,NWAbu Dhabi176,Abu Dhabi,Active,2012-10-27 00:00:00.000,06-10-2020
2012-10-27 00:00:00.000,1,Abu Dhabi,5.09687E+16,509686655,Abu Dhabi,World Trade Center Mall,1,Retail,ADA,A-Mr. Circle Head Sales,D-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_30minlocal_0intl_0Groamingdata_0fSMS_1day,4G,64110700,2012-10-27 00:00:00.000,NWAbu Dhabi327,Abu Dhabi,Active,2012-10-27 00:00:00.000,06-10-2020
2012-10-30 00:00:00.000,2,Ajman,5.63454E+16,563454047,Ajman,Safeer Mall,2,Retail,BAA,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,28601431,2012-10-30 00:00:00.000,NWAjman451,Ajman,Active,2012-10-30 00:00:00.000,06-10-2020
2012-10-30 00:00:00.000,7,Um Al Qwain,5.09665E+16,509665046,Um Al Qwain,Safeer Mall,1,Retail,GAA,G-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,GA,G-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,no package,4G,12926607,2012-10-30 00:00:00.000,NWUm Al Qwain658,Um Al Qwain,Active,2012-10-30 00:00:00.000,06-10-2020
2012-10-30 00:00:00.000,6,Sharjah,5.63878E+16,563878097,Sharjah,Safeer Mall,1,Retail,FAA,F-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,FA,F-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,0G_30minlocal_0intl_0Groamingdata_0fSMS_1day,4G,52302318,2012-10-30 00:00:00.000,NWSharjah750,Sharjah,Active,2012-10-30 00:00:00.000,06-10-2020
2012-10-30 00:00:00.000,1,Abu Dhabi,5.64212E+16,564211999,Abu Dhabi,Marina Mall,1,Retail,ABA,A-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,17-04-2017,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,29763059,2012-10-30 00:00:00.000,NWAbu Dhabi311,Abu Dhabi,Inactive,2012-10-30 00:00:00.000,06-10-2020
2012-10-30 00:00:00.000,1,Abu Dhabi,5.61531E+16,561530887,Abu Dhabi,World Trade Center Mall,1,Retail,ADA,A-Mr. Circle Head Sales,D-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,MNP,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,4G,97768437,2012-10-30 00:00:00.000,NWAbu Dhabi292,Abu Dhabi,Active,2012-10-30 00:00:00.000,06-10-2020
2012-10-30 00:00:00.000,1,Abu Dhabi,5.0871E+16,508709551,Abu Dhabi,Marina Mall,2,Retail,ABA,A-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,0G_30minlocal_0intl_0Groamingdata_0fSMS_1day,3G,64535091,2012-10-30 00:00:00.000,NWAbu Dhabi438,Abu Dhabi,Active,2012-10-30 00:00:00.000,06-10-2020
2012-10-30 00:00:00.000,6,Sharjah,5.01484E+16,501484477,Sharjah,Safeer Mall,1,Enterprise,FAB,F-Mr. Circle Head Sales,A-Mr. ZBM Sales,B-Mr. ASM Sales,FB,F-Mr. Distributor,B-Mr. Retailer,New Connection,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,3G,10445923,2012-10-30 00:00:00.000,NWSharjah939,Sharjah,Active,2012-10-30 00:00:00.000,06-10-2020
2012-10-30 00:00:00.000,1,Abu Dhabi,5.04006E+16,504005884,Abu Dhabi,Abu Dhabi Mall,1,Enterprise,AAB,A-Mr. Circle Head Sales,A-Mr. ZBM Sales,B-Mr. ASM Sales,AB,A-Mr. Distributor,B-Mr. Retailer,Postpaid to Prepaid,31-12-9999,54G_Uminlocal_400intl_0Groamingdata_500fSMS_12m,3G,24272558,2012-10-30 00:00:00.000,NWAbu Dhabi336,Abu Dhabi,Active,2012-10-30 00:00:00.000,06-10-2020
2012-10-30 00:00:00.000,5,Ras Al Khaimah,5.6802E+16,568019741,Ras Al Khaimah,Manar Mall,1,Retail,EBA,E-Mr. Circle Head Sales,B-Mr. ZBM Sales,A-Mr. ASM Sales,EA,E-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_30minlocal_0intl_0Groamingdata_0fSMS_1day,3G,29932038,2012-10-30 00:00:00.000,NWRas Al Khaimah277,Ras Al Khaimah,Active,2012-10-30 00:00:00.000,06-10-2020
2012-10-30 00:00:00.000,6,Sharjah,5.69542E+16,569541894,Sharjah,Safeer Mall,1,Retail,FAA,F-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,FA,F-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,54G_Uminlocal_400intl_0Groamingdata_500fSMS_12m,3G,55120133,2012-10-30 00:00:00.000,NWSharjah227,Sharjah,Active,2012-10-30 00:00:00.000,06-10-2020
2012-10-30 00:00:00.000,2,Ajman,5.02646E+16,502646050,Ajman,Safeer Mall,1,Retail,BAA,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Prepaid to Postpaid,31-12-9999,150G_Uminlocal_Uintl_6Groamingdata_0fSMS_12m,3G,59614746,2012-10-30 00:00:00.000,NWAjman734,Ajman,Active,2012-10-30 00:00:00.000,06-10-2020
2012-10-30 00:00:00.000,1,Abu Dhabi,5.68819E+16,568818670,Abu Dhabi,World Trade Center Mall,1,Retail,ADA,A-Mr. Circle Head Sales,D-Mr. ZBM Sales,A-Mr. ASM Sales,AA,A-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,27888638,2012-10-30 00:00:00.000,NWAbu Dhabi998,Abu Dhabi,Active,2012-10-30 00:00:00.000,06-10-2020
2012-10-30 00:00:00.000,2,Ajman,5.62403E+16,562402698,Ajman,Safeer Mall,1,Retail,BAA,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,54G_Uminlocal_400intl_0Groamingdata_500fSMS_12m,3G,45410765,2012-10-30 00:00:00.000,NWAjman243,Ajman,Active,2012-10-30 00:00:00.000,06-10-2020
2012-10-30 00:00:00.000,5,Ras Al Khaimah,5.61216E+16,561216306,Ras Al Khaimah,Al Naeem Mall,1,Retail,ECA,E-Mr. Circle Head Sales,C-Mr. ZBM Sales,A-Mr. ASM Sales,EA,E-Mr. Distributor,A-Mr. Retailer,Postpaid to Prepaid,31-12-9999,135G_Uminlocal_Uintl_3Groamingdata_0fSMS_12m,4G,48242986,2012-10-30 00:00:00.000,NWRas Al Khaimah924,Ras Al Khaimah,Active,2012-10-30 00:00:00.000,06-10-2020
2012-10-30 00:00:00.000,2,Ajman,5.65665E+16,565664698,Ajman,Safeer Mall,1,Retail,BAA,B-Mr. Circle Head Sales,A-Mr. ZBM Sales,A-Mr. ASM Sales,BA,B-Mr. Distributor,A-Mr. Retailer,New Connection,31-12-9999,0G_5minlocal_0intl_0Groamingdata_0fSMS_1day,4G,24049905,2012-10-30 00:00:00.000,NWAjman453,Ajman,Active,2012-10-30 00:00:00.000,06-10-2020
